Chapter,Video Name,Loom link
International Tax Course,Tariffs: Tax Q&A (#1) 12/2/25,https://www.loom.com/share/8de48c3b30a741859bc07602d5ff0fee
International Tax Course,Tariffs: Tax Q&A (#2) 12/2/25,https://www.loom.com/share/d4931542d9c94d5584be104fc6e6d134
Product Sourcing Course,Essential Tips for Sourcing in China,https://www.loom.com/share/3757e238ad864846a3baa04e504c5eb6
Product Sourcing Course,Top 10 Tips for Product Sourcing,https://www.loom.com/share/c49deb5ba4824a6ca44f312574b3fc63
Product Sourcing Course,The Point of This Course,https://www.loom.com/share/9afec5b02754498493c70c874989d961
Product Sourcing Course,How Long Does Sourcing Take?,https://www.loom.com/share/791a0228cb904737a86755bc9d050fd8
Product Sourcing Course,Understanding Global Manufacturing,https://www.loom.com/share/dc00d41273c9484e9a5c107b96d1ed8c
Product Sourcing Course,Why It's Hard to MFG Outside of China,https://www.loom.com/share/5440d1d40c8f47e3b28c7db71a1a0589
Product Sourcing Course,Understanding Product Cost,https://www.loom.com/share/42da2481c19840b194822ca7e2d97d43
Product Sourcing Course,Understanding Your Product,https://www.loom.com/share/a0e5a6665c254ff98adb51eef411eba3
Product Sourcing Course,Tech Packs,https://www.loom.com/share/aefcce313e26452ead995cf61218f906
Product Sourcing Course,Spec Sheets,https://www.loom.com/share/62976f76cc07488a9176d2d02b8ee234
Product Sourcing Course,Custom vs. White Labeled Products,https://www.loom.com/share/7b1172cca6624a2e84574010697c7659
Product Sourcing Course,Intro to Alibaba,https://www.loom.com/share/2a179cbba55c41028ea307a67dc15322
Product Sourcing Course,Understanding Your Product with Alibaba Search,https://www.loom.com/share/93ec4eaf037140e7b370271c4683b45e
Product Sourcing Course,Submitting an RFQ,https://www.loom.com/share/64b15b32943b473e8637b41ed21864db
Product Sourcing Course,Contacting Manufacturers,https://www.loom.com/share/57cd3d4592024fadb4dfc25464e3b47a
Product Sourcing Course,Tracking Factory Options,https://www.loom.com/share/370622d48ab3450f9175386e9dfb6c17
Product Sourcing Course,Choosing a Location,https://www.loom.com/share/3798f2693c6e4a3eb1008c889c37abdd
Product Sourcing Course,See Your RFQ From a Supplier's Side,https://www.loom.com/share/5b648ca3bede45ddab8db729dc3886a4
Product Sourcing Course,Finding Factories that Work with Small Brands,https://www.loom.com/share/bf1dd06ed7ae404f82792f96f83d4c03
Product Sourcing Course,Reverse Sourcing,https://www.loom.com/share/f282035eb9dd4829841ed00ea246e309
Product Sourcing Course,Other Ways of Sourcing,https://www.loom.com/share/c68209c9c3f04a119eff0adf3111ec48
Product Sourcing Course,Searching on Alibaba,https://www.loom.com/share/3c90b44bdfc44f56b319fee398d9b641
Product Sourcing Course,Alibaba Search By Image,https://www.loom.com/share/5083de1de4874015bc8484c63d18152f
Product Sourcing Course,Negotiating with Your Overseas Suppliers,https://www.loom.com/share/232fdd2a4b0b4581bebd35e3547fb18e
Product Sourcing Course,Rogue Ways to Source Products,https://www.loom.com/share/5138c4e9853644d38e87a454db6bd144
Product Sourcing Course,Preparing a Contract,https://www.loom.com/share/bc0af0886ca848288dcdde5b72713d04
Product Sourcing Course,Production Cycle,https://www.loom.com/share/72a96290632641c282e69c31b18e8410
Product Sourcing Course,Inspection Agencies,https://www.loom.com/share/640af308f6df4f819ace5011f09aa1ae
Product Sourcing Course,Sampling,https://www.loom.com/share/7007c8768d5a470291da04e8b3a8b664
Product Sourcing Course,Example Samples,https://www.loom.com/share/5e7eb852b1f14c9f86de50c6349425f8
Product Sourcing Course,Logistics,https://www.loom.com/share/671de49e0f7a4d76a9ccb085affb1019
Product Sourcing Course,Shipping Methods,https://www.loom.com/share/4c7425cea07b444dac23967f2f77a2fc
Product Sourcing Course,Incoterms,https://www.loom.com/share/aff70e8db3484998831099d4abd4cbbd
Product Sourcing Course,How to Fulfill Your Products,https://www.loom.com/share/b41b8991ac57488fb64bd7db592d63af
Product Sourcing Course,Outro,https://www.loom.com/share/6735943fe161482cbc34f3b365751a97
Product Sourcing Course,(Bonus) Company Swag,https://www.loom.com/share/ae966bcb240843c6bbbe593db9a1df1d
Product Sourcing Course,Sourcing with AI,https://www.loom.com/share/bfe58a9b3d124fb89e907b114255c315
Product Sourcing Course,How to Move Your Manufacturing Outside of China,https://www.loom.com/share/3135cde2029444569c8e0353afd43b88
Product Sourcing Course,Community Call: Logistics Masterclass,https://www.loom.com/share/4bd5a77ede09408abd6ca2bbb2b6091c
Product Sourcing Course,IP Property Course Lesson,https://www.loom.com/share/2a2590e084a9425d945bfac50fe40c21
SEO Course,Exploring SEO Tools: A Comprehensive Guide,https://www.loom.com/share/c8fff8bc1f9b4c7a985ef37839fab3b2
SEO Course,Mass Collection Creation :rocket: Boost Your SEO,https://www.loom.com/share/0e69669d876d4291b33d19c23964e91f
SEO Course,Backlink Building Masterclass :link:,https://www.loom.com/share/56b9e3ad30e245be80978d55a4e545eb
SEO Course,Quickly Improve Blog Content with Custom GPTs,https://www.loom.com/share/9f96b1455b6444f7bd45834d328cbf15
SEO Course,Content Updating Workflow,https://www.loom.com/share/dc4528235a284fe9be7cab7b64f550da
SEO Course,Using GSC Data for Anchor Text,https://www.loom.com/share/de3e5be5ff8e40b89bb6649fb393104c
SEO Course,Competitor Evaluation,https://www.loom.com/share/18fe087720ea479ca9a88357fc0a4465
SEO Course,How to Write Blogs that Rank in AI,https://www.loom.com/share/3b51db1ba9944cdda21fe9b8cdeb7533
SEO Course,SEO Q&A 5/3/25,https://www.loom.com/share/e8a03362a45947eabaa393d3519baae1
SEO Course,SEO Q&A w/ Kai 5-6-24,https://www.loom.com/share/af246be84b2f4ff4a167addbaf0c818e
SEO Course,SEO Live Session July 15th,https://www.loom.com/share/fe43f7ae662a40259b5fbb2b01af5fbd
SEO Course,SEO for eCommerce Brands (2025 Edition),https://www.loom.com/share/883e5337f2924357acbbe6c1652b66cb
SEO Course,2025 SEO Ideology & Implementation Framework,https://www.loom.com/share/c94aae740a634865adacc23acb79c383
SEO Course,How SEO Works with Your Business,https://www.loom.com/share/f42903f82aca4951942804d5751c9a15
SEO Course,Essential SEO Tools (Free & Paid Options),https://www.loom.com/share/d0b9cd2dd4bb4c00b08b9add396fd8ca
SEO Course,Shopify Technical SEO Basics,https://www.loom.com/share/74ff261961ae46c9b17a5e74a9a7f27d
SEO Course,Keyword Research for Existing Money Pages,https://www.loom.com/share/f7214de03fdb4fce9a11330a32b8e114
SEO Course,Keyword Research for Your New Money Pages,https://www.loom.com/share/df7cdbfbb860466a8409f02a151bae43
SEO Course,Keyword Research for Your Blog Content,https://www.loom.com/share/e0c7d802ae02483b9a6a9e69fda42cb8
SEO Course,Keyword Research for New Blog Content,https://www.loom.com/share/af8f28e1b2214892be6eb12a3e624344
SEO Course,How to Write & Optimize Collection Pages,https://www.loom.com/share/2013840abe224426bbff7635de8bb190
SEO Course,How to Write & Optimize Product Pages,https://www.loom.com/share/2b5be507191449f4b3a17b656e3a21c0
SEO Course,How to Write & Optimize Blog Content,https://www.loom.com/share/cecdc18ad0dc4130830b0a79f48ea44f
SEO Course,Internal Linking Philosophy & Framework,https://www.loom.com/share/55950667b5344f24a6e50ec7ce253ebf
SEO Course,How to Rank Higher with Stronger Anchor Text,https://www.loom.com/share/317fcfebda08483398d96f2533dcaa74
SEO Course,What is Backlink Building?,https://www.loom.com/share/2b072a8d39a24a67a5320e1f715a6657
SEO Course,Types of Backlinks,https://www.loom.com/share/3cdddd5c1a684737ac0e6e076445b2b2
SEO Course,Determine SEO Revenue & AI Traffic in GA4,https://www.loom.com/share/70af5f1ecd3f47ca95e4a3c8f6d77ab5
Team & Productivity,Personal & Team Productivity with ClickUp,https://www.loom.com/share/c2ea8aec9e674a96865557f7a520fff8
Team & Productivity,Defining Areas of Responsibility,https://www.loom.com/share/067d88657a1f462b966cdc3623e69497
Team & Productivity,OKR's for eCommerce,https://www.loom.com/share/c34487c95c394eb2989e43bc86a11121
Team & Productivity,Deep Dive into OKR Setting,https://www.loom.com/share/2cc333d2300c41df87f85eea68b82eba
Team & Productivity,How to run meetings,https://www.loom.com/share/9b4df9d50ed44a61bf0aa28d96275647
Team & Productivity,Incentives & Bonuses,https://www.loom.com/share/2fc69822fba54fd6a1d2eccc2d5c6209
Team & Productivity,Org Chart Breakdown - The Oodie,https://www.loom.com/share/7eeb1d77bc12432cbe24dc92ba9912ad
Team & Productivity,Hiring & Org Charts for Scaling Brands,https://www.loom.com/share/59ceb5565e3d4abbbff14690f3da322a
Team & Productivity,Hiring A Players,https://www.loom.com/share/0710f80c236c48dc954e42e758310017
Team & Productivity,What to consider before hiring an agency,https://www.loom.com/share/3409755429f74eb3a1fc05343c3f1e92
Team & Productivity,Why you should care about culture,https://www.loom.com/share/4472585f6823459aa2492b74ed7007a8
Team & Productivity,Creating your brand's culture script,https://www.loom.com/share/05d189b0dc0b4f76951177f8c6e60e32
Team & Productivity,Writing a mission statement,https://www.loom.com/share/562ce489ed0d447c8fb143f4a03acb43
Team & Productivity,Principles instead of core values,https://www.loom.com/share/fd6c7c9b48c545b7ac710bd1f8ae7a52
Team & Productivity,Vision Statements Matter,https://www.loom.com/share/6289b1f77ee64117b8e66b663b786ddd
Team & Productivity,Winning Aspirations,https://www.loom.com/share/a46c54cee7a540f0b2c916faf63b3a30
Team & Productivity,Year End Review Structure,https://www.loom.com/share/99cff72ca53c4ffc80e71054b5813166
Team & Productivity,Objective Review of Performance,https://www.loom.com/share/0b5da7f07ec04bb4becd661a60a4563e
Team & Productivity,Assessing the Market & Competition,https://www.loom.com/share/bc88da924c0543558e07697c185c04a2
Team & Productivity,Reviewing your leadership & culture,https://www.loom.com/share/61e595ef99e04f5497ae52aa04231423
Team & Productivity,Management Effectiveness,https://www.loom.com/share/a15e7c8b4b4a4aeaa621ea57d970a07c
Team & Productivity,Team Development & Design,https://www.loom.com/share/3c505957639c4a13a56e40f0ff09e7b5
Team & Productivity,Systems & Processes,https://www.loom.com/share/6b1614183c56423e8a18a39404a257cc
Team & Productivity,Slack Hacks for Ecom #1,https://www.loom.com/share/98f6f7f325c64de89a374a4f2a068c27
Team & Productivity,Slack Hacks for Ecom #2,https://www.loom.com/share/7a59610e9f2a4e98979ea1c20b70c29b
Team & Productivity,Linkedin Recruiter: Mastering the filter system,https://www.loom.com/share/65821f17b0e4482ea999fe16c109587f
Team & Productivity,Linkedin Recruiter: Boolean Search,https://www.loom.com/share/3e3dafcec46441c3b9f4f5dc3b39e896
Team & Productivity,Hiring Marketers with Jai (#1),https://www.loom.com/share/2f866a968f0043638acf758ee0cc14c5
Team & Productivity,Hiring Marketers with Jai (#2),https://www.loom.com/share/4e96647ea6b346a1b22a9205e9c3e69c
Team & Productivity,Recruiting A+ Talent w/ Julius (#1),https://www.loom.com/share/2445f8f2f68c407daedc29c3cf5b5b9f
Team & Productivity,Recruiting A+ Talent w/ Julius (#2),https://www.loom.com/share/6f674d70bf374240912b8e3cc4d3c300
Planning For Your Brand,Getting Started: Why We Plan,https://www.loom.com/share/47f5152916f4456fa0b1146d3b5a4ed7
Planning For Your Brand,Owner's Outcome,https://www.loom.com/share/7ef5e27ed5ef4a9ebc33985b5c43c3c0
Planning For Your Brand,Strategic Priorities - Vulnerabilities,https://www.loom.com/share/ca4130beb560400095a6c21b710db9bf
Planning For Your Brand,Strategic Priorities - Opportunity,https://www.loom.com/share/d84a3f96c1904c8eb536160b2b0f3c6c
Planning For Your Brand,Setting Annual Targets,https://www.loom.com/share/20059d21396e4769a75d01d7cfc5e580
Planning For Your Brand,"The ""How"" Matrix",https://www.loom.com/share/5852102b195347058568b669efd6ae93
Planning For Your Brand,Marketing Calendar - Overview,https://www.loom.com/share/b8268e6f084f42fc9e4dd3af02f245a0
Planning For Your Brand,Marketing Calendar - Examples,https://www.loom.com/share/6c7bc59d18a442dfa293f388c265ff4d
Planning For Your Brand,Marketing Calendar - Template,https://www.loom.com/share/a6172e5c188a4dc28264e1e561b1bbff
